numero_ot,fecha_deteccion,fecha_programada,severidad,tipo,prioridad,equipo,ubicacion,thd_detectado,score_anomalia,especialidad_requerida,duracion_estimada_horas,costo_total_estimado,tiempo_respuesta,prescripciones,estado,responsable,observaciones
OT-FP1-20250906-0141,2025-08-17 06:27:00,2025-08-17 14:27:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.128,-0.6088824200978115,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.128, Score: -0.609"
OT-FP1-20250906-0142,2025-08-18 01:39:00,2025-08-18 09:39:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.9497142857142856,-0.6126622234752138,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.950, Score: -0.613"
OT-FP1-20250906-0143,2025-08-18 01:48:00,2025-08-18 09:48:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.8428571428571429,-0.5739774481337807,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.843, Score: -0.574"
OT-FP1-20250906-0144,2025-08-18 01:57:00,2025-08-18 09:57:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.7848571428571428,-0.5698927436879995,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.785, Score: -0.570"
OT-FP1-20250906-0145,2025-08-18 02:06:00,2025-08-18 10:06:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.8008571428571428,-0.5698362887417113,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.801, Score: -0.570"
OT-FP1-20250906-0146,2025-08-18 02:15:00,2025-08-18 10:15:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.8194285714285714,-0.570143797430425,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.819, Score: -0.570"
OT-FP1-20250906-0147,2025-08-18 02:24:00,2025-08-18 10:24:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.830857142857143,-0.5679599838895102,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.831, Score: -0.568"
OT-FP1-20250906-0148,2025-08-18 02:33:00,2025-08-18 10:33:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.8171428571428571,-0.5672819157543945,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.817, Score: -0.567"
OT-FP1-20250906-0149,2025-08-18 02:42:00,2025-08-18 10:42:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.8414285714285715,-0.5691257800549515,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.841, Score: -0.569"
OT-FP1-20250906-0150,2025-08-18 02:51:00,2025-08-18 10:51:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.865142857142857,-0.5693271012331463,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.865, Score: -0.569"
OT-FP1-20250906-0151,2025-08-18 03:00:00,2025-08-18 11:00:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.0874285714285714,-0.5597168059361212,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.087, Score: -0.560"
OT-FP1-20250906-0152,2025-08-18 03:09:00,2025-08-18 11:09:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.832,-0.5651005961673811,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.832, Score: -0.565"
OT-FP1-20250906-0153,2025-08-18 03:18:00,2025-08-18 11:18:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.8171428571428571,-0.5635338576358859,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.817, Score: -0.564"
OT-FP1-20250906-0154,2025-08-18 03:27:00,2025-08-18 11:27:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.7934285714285715,-0.5623202498981646,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.793, Score: -0.562"
OT-FP1-20250906-0155,2025-08-18 03:36:00,2025-08-18 11:36:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.8182857142857143,-0.553869192403288,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.818, Score: -0.554"
OT-FP1-20250906-0156,2025-08-18 03:45:00,2025-08-18 11:45:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.8442857142857142,-0.5549153768035243,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.844, Score: -0.555"
OT-FP1-20250906-0157,2025-08-18 03:54:00,2025-08-18 11:54:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.8471428571428571,-0.5790167525969423,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.847, Score: -0.579"
OT-FP1-20250906-0158,2025-08-18 04:03:00,2025-08-18 12:03:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.8200000000000001,-0.578562072299405,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.820, Score: -0.579"
OT-FP1-20250906-0159,2025-08-18 04:12:00,2025-08-18 12:12:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.7957142857142857,-0.574727510626932,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.796, Score: -0.575"
OT-FP1-20250906-0160,2025-08-18 04:21:00,2025-08-18 12:21:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.8782857142857142,-0.5569684791663051,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.878, Score: -0.557"
OT-FP1-20250906-0161,2025-08-18 04:30:00,2025-08-18 12:30:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.9748571428571429,-0.5433453888295212,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.975, Score: -0.543"
OT-FP1-20250906-0162,2025-08-18 04:39:00,2025-08-18 12:39:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.9331428571428572,-0.5408731784452225,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.933, Score: -0.541"
OT-FP1-20250906-0163,2025-08-18 04:48:00,2025-08-18 12:48:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.976,-0.5495332129475348,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.976, Score: -0.550"
OT-FP1-20250906-0164,2025-08-18 11:06:00,2025-08-18 19:06:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.4002857142857143,-0.6062397675514949,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.400, Score: -0.606"
OT-FP1-20250906-0165,2025-08-18 11:15:00,2025-08-18 19:15:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.7648571428571428,-0.6058923058851217,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.765, Score: -0.606"
OT-FP1-20250906-0166,2025-08-18 11:24:00,2025-08-18 19:24:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.7737142857142858,-0.5946650132860161,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.774, Score: -0.595"
OT-FP1-20250906-0167,2025-08-18 11:33:00,2025-08-18 19:33:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.7832142857142859,-0.5969672465919674,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.783, Score: -0.597"
OT-FP1-20250906-0168,2025-08-18 11:42:00,2025-08-18 19:42:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.8702857142857142,-0.6051522118033758,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.870, Score: -0.605"
OT-FP1-20250906-0169,2025-08-18 11:51:00,2025-08-18 19:51:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.7985714285714287,-0.5607115831075401,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.799, Score: -0.561"
OT-FP1-20250906-0170,2025-08-19 08:06:00,2025-08-19 10:06:00,CRÍTICO,CORRECTIVO,1,Compresor C1,Sala de Compresores - Planta Refrigeración,3.762857142857143,-0.7167912260351611,Eléctrica Senior,8.0,884.0,2 horas,"['🚨 PARADA INMEDIATA del compresor para inspección', '⚡ Verificación completa del sistema eléctrico trifásico', '🔍 Medición detallada de THD en todas las fases', '🛠️ Inspección de contactores y conexiones eléctricas', '📊 Análisis de armónicos con analizador de red', '🔧 Revisión de filtros armónicos si están instalados', '🚨 THD EXTREMO detectado - Riesgo crítico de daño a equipos', '⚡ Verificar inmediatamente cargas no lineales', '🔧 Instalación urgente de filtros armónicos requerida']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 3.763, Score: -0.717"
OT-FP1-20250906-0171,2025-08-19 08:15:00,2025-08-19 16:15:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.44342857142857145,-0.5941391987754329,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.443, Score: -0.594"
OT-FP1-20250906-0172,2025-08-19 15:36:00,2025-08-19 23:36:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.7605714285714285,-0.5964535067012054,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.761, Score: -0.596"
OT-FP1-20250906-0173,2025-08-19 15:45:00,2025-08-19 23:45:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.7842857142857143,-0.6090205893582744,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.784, Score: -0.609"
OT-FP1-20250906-0174,2025-08-21 02:06:00,2025-08-21 10:06:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.6275000000000001,-0.554145561265603,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.628, Score: -0.554"
OT-FP1-20250906-0175,2025-08-21 02:15:00,2025-08-21 10:15:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.7171428571428571,-0.5699497756586783,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.717, Score: -0.570"
OT-FP1-20250906-0176,2025-08-21 02:24:00,2025-08-21 10:24:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.897714285714286,-0.6043798982179367,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.898, Score: -0.604"
OT-FP1-20250906-0177,2025-08-21 10:21:00,2025-08-21 18:21:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.2596428571428571,-0.585324554242338,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.260, Score: -0.585"
OT-FP1-20250906-0178,2025-08-21 10:30:00,2025-08-21 18:30:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.5322857142857143,-0.5639916148308695,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.532, Score: -0.564"
OT-FP1-20250906-0179,2025-08-21 10:39:00,2025-08-21 18:39:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.5248571428571427,-0.5996628324495266,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.525, Score: -0.600"
OT-FP1-20250906-0180,2025-08-22 03:09:00,2025-08-22 11:09:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.3482857142857143,-0.5687313730905929,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.348, Score: -0.569"
OT-FP1-20250906-0181,2025-08-22 03:18:00,2025-08-22 11:18:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,1.5797142857142856,-0.6495512748701522,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 1.580, Score: -0.650"
OT-FP1-20250906-0182,2025-08-22 15:45:00,2025-08-22 23:45:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,2.0814285714285714,-0.6517341049497343,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 2.081, Score: -0.652"
OT-FP1-20250906-0183,2025-08-22 20:42:00,2025-08-23 04:42:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.5497142857142857,-0.5755352679260232,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.550, Score: -0.576"
OT-FP1-20250906-0184,2025-08-22 20:51:00,2025-08-23 04:51:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.5005714285714286,-0.5510706673824347,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.501, Score: -0.551"
OT-FP1-20250906-0185,2025-08-24 03:09:00,2025-08-24 11:09:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.4534285714285714,-0.5992489261150608,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.453, Score: -0.599"
OT-FP1-20250906-0186,2025-08-24 03:18:00,2025-08-24 11:18:00,ALERTA,PREDICTIVO,2,Compresor C1,Sala de Compresores - Planta Refrigeración,0.45599999999999996,-0.5406261786576104,Eléctrica,4.0,338.0,8 horas,"['⚠️ Programar inspección eléctrica en próximas 8 horas', '⚡ Verificar conexiones y terminales eléctricos', '📈 Monitoreo continuo de THD por 24 horas', '🔍 Inspección visual de componentes eléctricos', '📊 Registro de parámetros eléctricos cada 2 horas']",PENDIENTE,Jefe de Mantenimiento,"Anomalía detectada por IA - THD: 0.456, Score: -0.541"
